,Unnamed: 0,Respondent,Professional,ProgramHobby,Country,University,EmploymentStatus,FormalEducation,MajorUndergrad,YearsCodedJob,DeveloperType,NonDeveloperType,CareerSatisfaction,JobSatisfaction,ProblemSolving,LearningNewTech,JobSecurity,DiversityImportant,SeriousWork,WorkPayCare,ChallengeMyself,LastNewJob,AssessJobIndustry,AssessJobRole,AssessJobExp,AssessJobDept,AssessJobTech,AssessJobProjects,AssessJobCompensation,AssessJobOffice,AssessJobCommute,AssessJobRemote,AssessJobProfDevel,AssessJobDiversity,AssessJobProduct,AssessJobFinances,ImportantBenefits,JobProfile,LearnedHiring,Overpaid,EducationImportant,EducationTypes,WorkStart,HaveWorkedLanguage,WantWorkLanguage,HaveWorkedDatabase,WantWorkDatabase,HaveWorkedPlatform,WantWorkPlatform,IDE,AuditoryEnvironment,Gender,HighestEducationParents,Salary,ExpectedSalary,Assess_Scoring
35182,35182,35183,Professional developer,"Yes, I program as a hobby",India,"Yes, part-time",Employed full-time,Bachelor's degree,Computer science or software engineering,5 to 10 years,Web developer; Mobile developer; Data scientist,,6.0,6.0,Strongly agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Disagree,Strongly agree,Between 1 and 2 years ago,Not very important,Very important,Somewhat important,Somewhat important,Important,Very important,Very important,Very important,Important,Very important,Important,Somewhat important,Somewhat important,Very important,Annual bonus; Vacation/days off; Education sponsorship; Remote options; Meals,,,,Important,On-the-job training; Self-taught; Coding competition; Hackathon,,,,,,,,,,,,52440.94312624926,,28.0
35184,35184,35185,Professional developer,"Yes, I program as a hobby",India,No,Employed full-time,Master's degree,Computer science or software engineering,1 to 5 years,Web developer; Mobile developer,,8.0,8.0,,,,,,,,Less than a year ago,,,,,,,,,,,,,,,Health benefits; Equipment; Education sponsorship; Child/elder care; Meals,LinkedIn; Monster; Naukri,I visited the company's Web site and found a job listing there,,Somewhat important,On-the-job training; Self-taught; Coding competition,10:00 AM,Java; JavaScript; SQL,Java; JavaScript; SQL,MySQL; SQLite,MongoDB; PostgreSQL; SQLite,Android; Windows Desktop,Android; Linux Desktop; Mac OS,Notepad++; Android Studio; Eclipse; NetBeans,"Put on some ambient sounds (e.g. whale songs, forest sounds)",Male,Primary/elementary school,34152.73776106599,,2.5
35189,35189,35190,Professional developer,"Yes, both",India,No,Employed full-time,Bachelor's degree,Computer programming or Web development,1 to 5 years,Web developer,,7.0,7.0,,,,,,,,Between 2 and 4 years ago,Somewhat important,Very important,Not very important,Important,Important,Important,Very important,Very important,Somewhat important,Not very important,Very important,Somewhat important,Very important,Important,Annual bonus; Vacation/days off; Health benefits; Professional development sponsorship; Expected work hours,Dice; Hired.com; Indeed; LinkedIn; Monster; Naukri,I was contacted directly by someone at the company (e.g. internal recruiter),,Very important,Part-time/evening course; On-the-job training; Open source contributions,10:00 AM,PHP,PHP,MySQL,MySQL,Windows Desktop; Linux Desktop; Amazon Web Services (AWS),Windows Desktop; Linux Desktop; Amazon Web Services (AWS),Notepad++; Sublime Text; Eclipse; NetBeans; PHPStorm,Turn on some music,Male,A bachelor's degree,44545.600362656354,,27.5
35192,35192,35193,Professional developer,"Yes, I program as a hobby",India,No,Employed full-time,Bachelor's degree,A non-computer-focused engineering discipline,5 to 10 years,DevOps specialist,,8.0,7.0,Strongly agree,Strongly agree,Disagree,Agree,Strongly disagree,Disagree,Agree,Between 1 and 2 years ago,Somewhat important,Not very important,Somewhat important,Somewhat important,Very important,Important,Important,Important,Somewhat important,Important,Important,Somewhat important,Important,Somewhat important,Stock options; Vacation/days off; Health benefits; Expected work hours; Remote options,,,,Somewhat important,Self-taught,9:00 PM,Java,Python; Ruby,Oracle,,Windows Desktop; Raspberry Pi; Amazon Web Services (AWS),,Vim; Eclipse; PyCharm,Turn on some music,Male,A bachelor's degree,58952.90069584607,,25.5
35193,35193,35194,Professional developer,No,India,No,Employed full-time,Bachelor's degree,Computer engineering or electrical/electronics engineering,1 to 5 years,Desktop applications developer,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Not very important,Coding competition,,,,,,,,,,,,34152.73776106599,,0.0
35195,35195,35196,None of these,"Yes, both",India,No,"Not employed, and not looking for work",Secondary school,,,,,10.0,,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,Online course; Self-taught; Open source contributions,8:00 AM,Java,,,,Android; Windows Desktop; Linux Desktop; WordPress,Android; Windows Desktop; Linux Desktop; Arduino; WordPress,Atom; Notepad++; Sublime Text; Eclipse,Keep the room absolutely quiet,Male,High school,,,0.0
35197,35197,35198,Professional developer,"Yes, I program as a hobby",India,No,Employed full-time,Bachelor's degree,Computer engineering or electrical/electronics engineering,1 to 5 years,Web developer,,6.0,6.0,,,,,,,,Between 2 and 4 years ago,Somewhat important,Important,Important,Somewhat important,Very important,Somewhat important,Important,Important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Annual bonus; Health benefits; Professional development sponsorship; Education sponsorship; Meals,,,,Not very important,,,,,,,,,,,,,38715.28756637354,,28.0
35200,35200,35201,Professional developer,"Yes, both",India,No,Employed full-time,Bachelor's degree,Computer engineering or electrical/electronics engineering,,Web developer,,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
35203,35203,35204,Professional developer,"Yes, both",India,No,Employed full-time,Bachelor's degree,"Information technology, networking, or system administration",5 to 10 years,Web developer; Mobile developer,,6.0,5.0,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Disagree,Strongly agree,Between 2 and 4 years ago,,,,,,,,,,,,,,,,,,,Important,Online course; Self-taught; Coding competition; Hackathon; Open source contributions,,,,,,,,,,,,57454.15413633065,,2.5
35205,35205,35206,Professional developer,No,India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Web developer,,7.0,7.0,,,,,,,,Not applicable/ never,,Important,Somewhat important,Not very important,Important,Important,Very important,Somewhat important,Important,Important,Important,Somewhat important,Somewhat important,Very important,Annual bonus; Health benefits; Remote options; Meals,LinkedIn; Naukri,Some other way,Somewhat underpaid,,,,JavaScript,Java; SQL,,,Salesforce,,,Turn on some music,Male,A bachelor's degree,9117.603876,,24.0
35206,35206,35207,Student,"Yes, both",India,No,Employed full-time,Bachelor's degree,Computer programming or Web development,,,,,,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Less than a year ago,Important,Very important,Important,Important,Somewhat important,Very important,Somewhat important,Very important,Important,Somewhat important,Very important,Somewhat important,Important,Important,Annual bonus; Equipment; Education sponsorship; Remote options,,,,,Online course; Industry certification; On-the-job training,,,,,,,,,,,,,,28.5
35208,35208,35209,Professional developer,"Yes, I contribute to open source projects",India,No,"Independent contractor, freelancer, or self-employed",Bachelor's degree,"Information technology, networking, or system administration",5 to 10 years,Web developer; Mobile developer; Graphic designer,,10.0,4.0,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly disagree,Strongly agree,Less than a year ago,Important,Important,Somewhat important,Important,Very important,Very important,Somewhat important,Important,Very important,Very important,Very important,Important,Somewhat important,Important,Vacation/days off; Equipment; Expected work hours; Remote options; Meals,LinkedIn,,,Not very important,Self-taught; Open source contributions,8:00 PM,JavaScript; Objective-C; PHP; Python; Ruby; SQL; VB.NET; VBA; Visual Basic 6,Erlang; Haskell; Rust; Scala; Swift,MongoDB; SQL Server; MySQL; SQLite,Cassandra; Redis; PostgreSQL,iOS; Linux Desktop; Mac OS; Arduino; Amazon Web Services (AWS),Android; Arduino; Raspberry Pi; Microsoft Azure,Sublime Text; PHPStorm; PyCharm; Visual Studio; Xcode,Keep the room absolutely quiet,Male,A bachelor's degree,58952.90069584607,,29.5
35209,35209,35210,Professional non-developer who sometimes writes code,"Yes, I program as a hobby",India,I prefer not to say,I prefer not to say,Secondary school,,Less than a year,,Other,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33298.75204458006,,0.0
35210,35210,35211,Professional developer,"Yes, both",India,I prefer not to say,"Independent contractor, freelancer, or self-employed",Bachelor's degree,Computer science or software engineering,1 to 5 years,Web developer; Desktop applications developer,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34152.73776106599,,0.0
35212,35212,35213,Student,"Yes, both",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,,,,,,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Disagree,Strongly agree,Not applicable/ never,Important,Important,Not very important,Somewhat important,Very important,Important,Important,,,,,,,,Retirement; Education sponsorship; Expected work hours; Remote options; Child/elder care,,,,,Bootcamp; Industry certification; On-the-job training,10:00 AM,Assembly; C#; Java; JavaScript; PHP; SQL,,SQL Server; MySQL,,,,,,,,,,15.5
35213,35213,35214,Professional developer,"Yes, I program as a hobby",India,"Yes, full-time","Not employed, but looking for work",Professional degree,A natural science,20 or more years,Quality assurance engineer,,10.0,,,,,,,,,More than 4 years ago,,,,,,,,,,,,,,,Private office; Professional development sponsorship; Expected work hours; Child/elder care; None of these,,,,Not at all important,,,,,,,,,,,,,98128.09747715942,,2.5
35216,35216,35217,Professional developer,"Yes, both",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Web developer; Desktop applications developer,,5.0,4.0,,,,,,,,Between 1 and 2 years ago,Very important,Very important,Important,Somewhat important,Important,Somewhat important,Somewhat important,Somewhat important,Important,Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Stock options; Retirement; Annual bonus; Health benefits; Meals,,,,Important,Part-time/evening course; On-the-job training; Self-taught,,,,,,,,,,,,38715.28756637354,,26.0
35221,35221,35222,Professional developer,No,India,No,"Independent contractor, freelancer, or self-employed",Master's degree,Computer programming or Web development,1 to 5 years,Web developer,,8.0,6.0,Agree,Agree,Agree,Agree,Strongly agree,Somewhat agree,Strongly agree,More than 4 years ago,Very important,Very important,Important,Very important,Very important,Very important,Very important,Very important,Important,Very important,Very important,Important,Important,Very important,Annual bonus; Equipment; Long-term leave; Expected work hours; Remote options,LinkedIn; Other,,,,,8:00 AM,JavaScript; PHP; SQL,JavaScript; PHP; SQL,MySQL,MongoDB; MySQL,Linux Desktop; WordPress,Linux Desktop; WordPress; Amazon Web Services (AWS),Notepad++; Sublime Text; Vim; Eclipse,Turn on some music,Male,High school,50307.65896485172,,33.0
35225,35225,35226,Professional developer,"Yes, I contribute to open source projects",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Mobile developer,,7.0,5.0,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Strongly agree,,,,,,,,,,,,,,,,,LinkedIn,"A friend, family member, or former colleague told me",Greatly underpaid,,,11:00 AM,Objective-C; Swift,Objective-C; Swift,SQLite,SQLite,iOS,iOS; Mac OS; Arduino; Raspberry Pi,Xcode,Turn on some music,Male,High school,3876.082807,,0.0
35229,35229,35230,Professional developer,"Yes, both",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Web developer; Mobile developer,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34152.73776106599,,0.0
35235,35235,35236,Professional developer,"Yes, I contribute to open source projects",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,Less than a year,Database administrator; Quality assurance engineer,,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,LinkedIn,I visited the company's Web site and found a job listing there,,,,,,,,,,,,,,,33298.75204458006,,0.0
35237,35237,35238,Professional developer,"Yes, I program as a hobby",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Web developer,,8.0,4.0,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Between 1 and 2 years ago,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Important,Very important,Somewhat important,Very important,Very important,Important,Somewhat important,Vacation/days off; Private office; Long-term leave; Child/elder care,Indeed; LinkedIn,A career fair or on-campus recruiting event,Somewhat underpaid,Very important,Online course; On-the-job training; Self-taught; Coding competition; Open source contributions,9:00 AM,C; C++; Java; Python,C; C++; Go; Java; Python,MongoDB,MongoDB,Arduino,Android,Vim; Eclipse,"Put on some ambient sounds (e.g. whale songs, forest sounds)",Male,A bachelor's degree,4110.996917,,33.0
35238,35238,35239,Professional non-developer who sometimes writes code,"Yes, I program as a hobby",India,"Yes, full-time",Employed full-time,Master's degree,Computer science or software engineering,1 to 5 years,,Other,6.0,7.0,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38715.28756637354,,0.0
35242,35242,35243,Professional developer,"Yes, I program as a hobby",India,No,Employed full-time,Master's degree,Computer science or software engineering,1 to 5 years,Machine learning specialist; Data scientist,,6.0,5.0,,,,Somewhat agree,Somewhat agree,Disagree,Agree,Between 1 and 2 years ago,Somewhat important,Somewhat important,Important,Important,Important,Important,Very important,Important,Important,Very important,Very important,Important,Somewhat important,Very important,Vacation/days off; Long-term leave; Expected work hours; Remote options; Child/elder care,LinkedIn,"A friend, family member, or former colleague told me",,Somewhat important,Online course; On-the-job training,,,,,,,,,,,,38715.28756637354,,28.5
35244,35244,35245,Professional developer,No,India,No,Employed full-time,Bachelor's degree,Computer engineering or electrical/electronics engineering,1 to 5 years,Web developer,,5.0,10.0,,,,,,,,More than 4 years ago,Not very important,Very important,Very important,Very important,Very important,Not very important,Not very important,Not at all important,Very important,Very important,Not at all important,,Not at all important,Not very important,Health benefits; Equipment; Professional development sponsorship; Remote options; Child/elder care,Naukri,,,,,5:00 AM,C#; JavaScript; SQL,,SQL Server,MongoDB; MySQL,Arduino; Raspberry Pi; Microsoft Azure,,Notepad++; Visual Studio,Turn on some music,Male,A bachelor's degree,38715.28756637354,,22.0
35245,35245,35246,Professional developer,"Yes, I program as a hobby",India,No,Employed full-time,Bachelor's degree,Computer science or software engineering,1 to 5 years,Web developer; Developer with a statistics or mathematics background,,10.0,7.0,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,Strongly agree,,,,,,,,,,,,,,,,,,,,Not very important,Bootcamp; Self-taught; Coding competition,10:00 AM,JavaScript; PHP,Java; Python; Ruby,MongoDB; MySQL; SQLite,MongoDB; Redis; MySQL,Windows Desktop; Linux Desktop,Windows Desktop; Linux Desktop; Mac OS,Notepad++; TextMate; Eclipse; NetBeans,Turn on some music,Male,A bachelor's degree,34152.73776106599,,0.0
